"osm_id";"amenity";"name";"tags";"geom"
2459897076;school;Istituto Comprensivo Statale;"";POINT (7.4686266 44.3832708)
967260050;school;Istituto Comprensivo;"";POINT (7.4889154 44.3281823)
6638974592;school;"Scuola Secondaria I Grado ""Giovanni Palatucci""";"""email""=>""CNIC85700P@istruzione.it"", ""phone""=>""+39 0171 491611"", ""website""=>""https://www.iccuneocorsosoleri.edu.it/"", ""addr:street""=>""Piazzale Don Giuseppe Marro"", ""isced:level""=>""2""";POINT (7.5223121 44.3661475)
1713467689;school;"Istituto Tecnico Industriale ""Mario Delpozzo""";"""fax""=>""+39 0171 697961"", ""email""=>""CNTF010005@istruzione.it"", ""phone""=>""+39 0171 634091"", ""website""=>""https://www.itiscuneo.gov.it/"", ""addr:street""=>""Corso Alcide De Gasperi"", ""isced:level""=>""3""";POINT (7.5275229 44.3783278)
6680143158;school;"Liceo Artistico e Musicale ""Ego Bianchi""";"""fax""=>""+39 0171 695191"", ""email""=>""cnis02400g@istruzione.it"", ""phone""=>""+39 0171 67929"", ""website""=>""http://www.bianchivirginio.it/"", ""addr:city""=>""Cuneo"", ""addr:street""=>""Corso Alcide De Gasperi"", ""isced:level""=>""3"", ""addr:postcode""=>""12100"", ""internet_access""=>""wlan""";POINT (7.5308785 44.3805172)
7006412676;school;"Scuola Primaria ""Nuto Revelli""";"""email""=>""CNIC86000E@istruzione.it"", ""phone""=>""+39 0171 692421"", ""website""=>""https://www.icvialeangelicuneo.edu.it/"", ""addr:street""=>""Viale degli Angeli"", ""isced:level""=>""1""";POINT (7.5433065 44.3770214)
7006420413;school;"Scuola Media Statale ""Leonardo Da Vinci""";"""phone""=>""+39 0171 698367"", ""website""=>""https://comprensivocuneoviasobrero.edu.it/"", ""alt_name""=>""Media 3"", ""addr:street""=>""Via Ascanio Sobrero"", ""isced:level""=>""2""";POINT (7.5370851 44.3809868)
6420537241;school;"Scuola Primaria ""Luigi Einaudi""";"""phone""=>""+39 0171 67128"", ""website""=>""https://comprensivocuneoviasobrero.edu.it/"", ""addr:street""=>""Via Quintino Sella"", ""isced:level""=>""1""";POINT (7.5377229 44.3826689)
7041780521;school;"Scuola Secondaria I Grado ""Massimo d'Azeglio""";"""email""=>""CNIC86000E@istruzione.it"", ""phone""=>""+39 0171 681503"", ""website""=>""https://www.icvialeangelicuneo.edu.it/"", ""addr:street""=>""Via Vittorio Bersezio"", ""isced:level""=>""2""";POINT (7.5451827 44.3825932)
7041780523;school;"Istituto Magistrale ""Edmondo De Amicis""";"""fax""=>""+39 0171 66425"", ""email""=>""CNPM010004@istruzione.it"", ""phone""=>""+39 0171 693317"", ""website""=>""https://www.liceodeamiciscuneo.edu.it/"", ""addr:street""=>""Corso Carlo Brunet"", ""isced:level""=>""3""";POINT (7.5454214 44.3826776)
6724858665;school;"Scuola Primaria ""Anna Frank""";"""email""=>""CNIC84800X@istruzione.it"", ""phone""=>""+39 0171 611367"", ""website""=>""https://www.iccuneooltrestura.edu.it/"", ""addr:street""=>""Via Valle Maira"", ""isced:level""=>""1""";POINT (7.5190685 44.394712)
3867702335;school;"Istituto di Istruzione Superiore ""Sebastiano Grandis""";"""fax""=>""+39 0171 66721"", ""email""=>""CNIS00300E@istruzione.it"", ""phone""=>""+39 0171 692623"", ""website""=>""https://www.grandiscuneo.it/"", ""addr:street""=>""Corso Quattro Novembre"", ""description""=>""Questa struttura possiede inoltre una palestra con: Dimensioni: m. 28 x 13 - Altezza: m. 8 Sport praticabili: pallavolo, basket, attività motoria Spogliatoi: 1 piano terra (3 docce), 1 seminterrato (1 doccia, 2 serv. igienici)"", ""isced:level""=>""3""";POINT (7.540248 44.3896086)
7021703332;school;"Scuola Primaria ""Andrea Fiore""";"""fax""=>""+39 0171 692263"", ""email""=>""info@istitutofiore.it"", ""phone""=>""+39 0171 692227"", ""website""=>""http://www.istitutofiore.it/"", ""addr:street""=>""Corso Dante Alighieri"", ""isced:level""=>""1""";POINT (7.5452844 44.3852996)
7021703331;school;"Scuola Secondaria I Grado Paritaria ""Andrea Fiore""";"""fax""=>""+39 0171 692263"", ""email""=>""info@istitutofiore.it"", ""phone""=>""+39 0171 692227"", ""website""=>""http://www.istitutofiore.it/"", ""addr:street""=>""Corso Dante Alighieri"", ""isced:level""=>""2""";POINT (7.5452991 44.385292)
1922721436;school;"Scuola Primaria ""Paola Garelli""";"""email""=>""CNIC85700P@istruzione.it"", ""phone""=>""+39 0171 690529"", ""website""=>""https://www.iccuneocorsosoleri.edu.it/"", ""addr:street""=>""Corso Marcello Soleri"", ""isced:level""=>""1""";POINT (7.5459146 44.3893182)
6237802837;school;"Scuola Secondaria I Grado ""Via Mazzini""";"""email""=>""CNIC85700P@istruzione.it"", ""phone""=>""+39 0171 692483"", ""website""=>""https://www.iccuneocorsosoleri.edu.it/"", ""addr:street""=>""Via Giuseppe Mazzini"", ""isced:level""=>""2""";POINT (7.5464151 44.3898599)
5397122039;school;"Istituto Tecnico Commerciale ""Franco Andrea Bonelli""";"""fax""=>""+39 0171 693829"", ""email""=>""CNTD04000P@istruzione.it"", ""phone""=>""+39 0171 692353"", ""website""=>""https://itcbonelli.edu.it/"", ""addr:street""=>""Viale degli Angeli"", ""isced:level""=>""3""";POINT (7.5483289 44.3858289)
7058395262;school;"Istituto Tecnico Geometri ""Vincenzo Virginio""";"""fax""=>""+39 0171 690650"", ""email""=>""cnis02400g@istruzione.it"", ""phone""=>""+39 0171 079722"", ""website""=>""http://www.bianchivirginio.it/"", ""addr:street""=>""Via Fratelli Ramorino"", ""isced:level""=>""3""";POINT (7.5506675 44.3911508)
3867325337;school;"Istituto Tecnico Agrario ""Vincenzo Virginio""";"""website""=>""http://www.isvirginio.it/"", ""addr:street""=>""Via Savigliano"", ""contact:fax""=>""+39 0171 690650"", ""isced:level""=>""3"", ""contact:email""=>""cnis02800v@istruzione.it"", ""contact:phone""=>""+39 0171 65658""";POINT (7.5505048 44.3913175)
7041750643;school;"Scuola Primaria ""Bartolomeo Bruni""";"""email""=>""CNIC84800X@istruzione.it"", ""phone""=>""+39 0171 682478"", ""website""=>""https://www.iccuneooltrestura.edu.it/"", ""addr:street""=>""Via del Bosco"", ""isced:level""=>""1""";POINT (7.5056174 44.4325368)
1448041509;school;Scuola elementare Rivoira;"";POINT (7.5747611 44.3193658)
6920251233;school;"Scuola Primaria ""Fratelli Castellino""";"""email""=>""CNIC847004@istruzione.it"", ""phone""=>""+39 0171 401365"", ""website""=>""https://icborgosangiuseppe.edu.it/"", ""addr:street""=>""Via Gauteri"", ""isced:level""=>""1""";POINT (7.5710717 44.377282)
2104968910;school;;"";POINT (7.6440215 44.3655238)
1391573412;school;Scuola Primaria di Chiusa Pesio;"";POINT (7.6793539 44.3237643)
695915905;school;Scuola Materna di Chiusa Pesio;"";POINT (7.6744617 44.3261437)
695902764;school;Scuola Media;"";POINT (7.6742605 44.3267193)
5365893630;school;"Scuola Primaria ""Don Francesco Miraglio""";"""email""=>""CNIC847004@istruzione.it"", ""phone""=>""+39 0171 348179"", ""website""=>""https://icborgosangiuseppe.edu.it/"", ""addr:street""=>""Via San Cristoforo"", ""isced:level""=>""1""";POINT (7.5624247 44.389278)
7020537906;school;Scuola Secondaria di Primo Grado;"""fax""=>""+39 0171 401603"", ""email""=>""CNIC847004@istruzione.it"", ""phone""=>""+39 0171 401603"", ""website""=>""https://icborgosangiuseppe.edu.it/"", ""addr:street""=>""Via Rocca de' Baldi"", ""description""=>""Questo istituto comprende inoltre una palestra di dimensioni m 20x10.40, altezza m 8.40. Sport praticabili: pallavolo, basket, attività motoria. Spogliatoi: 2 + 2 servizi igienici + 2 docce"", ""isced:level""=>""2""";POINT (7.5666254 44.3891637)
7020555964;school;"Scuola Primaria ""Duccio Marchisio""";"""email""=>""CNIC847004@istruzione.it"", ""phone""=>""+39 0171 346653"", ""website""=>""https://icborgosangiuseppe.edu.it/"", ""addr:street""=>""Via Castelletto Stura"", ""isced:level""=>""1""";POINT (7.5903712 44.4123729)
1725711648;school;;"";POINT (7.5930453 44.4594681)
1445632726;school;Secondary School;"""addr:street""=>""Via Cuneo"", ""addr:postcode""=>""12040""";POINT (7.6358596 44.4422485)
4472819034;school;Istituto Comprensivo Statale G. Carducci;"";POINT (7.4734396 44.5141072)
6669098607;school;Scuola primaria di Villafalletto;"""email""=>""primaria.villafalletto@comprensivocentallo.gov.it"", ""phone""=>""+39 0171 938786"", ""addr:street""=>""Piazza Falletti"", ""isced:level""=>""1""";POINT (7.5370636 44.5428199)
3851949313;school;Scuola di Alto Perfezionamento Musicale;"""fax""=>""+39 0175 248866"", ""phone""=>""+39 0175 47031"", ""website""=>""https://www.scuolaapm.it/"", ""facebook""=>""https://www.facebook.com/FondazioneAPM/"", ""addr:city""=>""Saluzzo"", ""instagram""=>""https://www.instagram.com/scuolaapm/"", ""addr:street""=>""Via Annunziata"", ""opening_hours""=>""Mo-Fr 09:00-18:00""";POINT (7.4906517 44.643679)
1473023918;school;Liceo Scientifico G.B. Bodoni;"";POINT (7.4886244 44.6472839)
2845551236;school;Scuola elementare di Levaldigi;"";POINT (7.6238739 44.5568417)
1893035840;school;Scuola Media Sacco Boetto Paglieri;"";POINT (7.7255171 44.5488171)
1893035838;school;Scuola Elementare Italo Calvino;"";POINT (7.7263481 44.5492412)
1893031148;school;"Liceo ""G.Ancina""";"";POINT (7.7275428 44.5509786)
1844971612;school;IC G.Rodari Scuola primaria;"";POINT (7.2242508 44.8436178)
2091985703;school;Scuola elementare Giuseppe Rossazza;"";POINT (7.2671654 44.8879567)
2091987281;school;Materna;"";POINT (7.2674671 44.887916)
1331054213;school;Scuola Materna;"""int_name""=>""Primary School"", ""addr:street""=>""Via Galvani"", ""addr:postcode""=>""10060""";POINT (7.3090031 44.9071152)
6050708771;school;Scuola Primaria;"""addr:street""=>""Piazza Europa"", ""isced:level""=>""1"", ""addr:postcode""=>""12030""";POINT (7.5659166 44.6807008)
7419573839;school;Scuola secondaria di primo grado;"""addr:street""=>""Corso Carlo Alberto"", ""isced:level""=>""2"", ""addr:postcode""=>""12030""";POINT (7.566576 44.6815302)
7419573832;school;;"";POINT (7.5767429 44.7294945)
4370298717;school;;"";POINT (7.662523 44.7391449)
5847110860;school;I.C. Pinerolo III - Piscina;"";POINT (7.4234067 44.9191467)
2610816864;school;;"";POINT (7.4678461 44.9869106)
4908991174;school;;"";POINT (7.541832 44.9311121)
3355673595;school;"Scuola Primaria ""Don Milani""";"";POINT (7.6301366 44.9501145)
3355673596;school;"Scuola Secondaria di Primo Grado ""Gioanetti""";"";POINT (7.630669 44.9501542)
7470998756;school;Centro Formazione Professionale Cebano Monregalese;"""fax""=>""+39 0174 555863"", ""phone""=>""+39 0174 42135"", ""website""=>""http://www.cfpcemon.it/"", ""addr:city""=>""Mondovì"", ""addr:street""=>""Via Conti di Sambuy"", ""addr:postcode""=>""12084""";POINT (7.8039987 44.3686271)
7470934110;school;"Istituto Istruzione Superiore ""Cigna Baruffi Garelli""";"""email""=>""CNIS02900P@istruzione.it"", ""phone""=>""+39 0174 42601"", ""website""=>""https://www.cigna-baruffi-garelli.edu.it/index.php"", ""addr:city""=>""Mondovì"", ""addr:street""=>""Via di Curazza"", ""addr:postcode""=>""12084""";POINT (7.8216878 44.3843233)
5368215965;school;;"";POINT (7.824027 44.3498429)
7470345914;school;"Scuola Primaria ""M. Trigari""";"""email""=>""cnic85800e@istruzione.it"", ""phone""=>""+39 0174 553819"", ""website""=>""https://www.icmondovi1.edu.it/"", ""addr:city""=>""Mondovì"", ""addr:street""=>""Via Giuseppe Manessero"", ""isced:level""=>""1"", ""addr:postcode""=>""12084""";POINT (7.8192766 44.3874481)
7471198309;school;"Istituto Tecnico Agrario Statale ""G. Cigna""";"""email""=>""cnis026007@istruzione.it"", ""phone""=>""+39 0174 43954"", ""addr:city""=>""Mondovì"", ""addr:street""=>""Via Nino Manera"", ""addr:postcode""=>""12084""";POINT (7.8100248 44.396112)
7471198310;school;"Istituto Professionale per il Commercio ""M. Bellisario""";"""email""=>""ipssctbellisario@alice.it"", ""phone""=>""+39 0174 42434"", ""addr:city""=>""Mondovì"", ""addr:street""=>""Via Nino Manera"", ""addr:postcode""=>""12084""";POINT (7.8105838 44.3962718)
7470832074;school;Scuola Primaria S. Anna;"""email""=>""cnic85900a@istruzione.it"", ""phone""=>""+39 0174 681577"", ""website""=>""https://www.icmondovi2.edu.it/"", ""addr:city""=>""Mondovì"", ""addr:street""=>""Via dei Tigli"", ""isced:level""=>""1"", ""addr:postcode""=>""12084""";POINT (7.7932989 44.4073394)
7471233474;school;Istituto Tecnico Statale Commetciale e per Geometri “G. Baruffi”;"""email""=>""CNIS02900P@istruzione.it"", ""phone""=>""+39 0174 42556"", ""website""=>""https://www.cigna-baruffi-garelli.edu.it/index.php"", ""addr:city""=>""Mondovì"", ""addr:street""=>""Via Enzo Tortora"", ""addr:postcode""=>""12084""";POINT (7.8272543 44.3892283)
7470363999;school;"Scuola Secondaria di 1° ""Francesco Gallo""";"""email""=>""cnic85800e@istruzione.it"", ""phone""=>""+39 0174 670096"", ""website""=>""https://www.icmondovi1.edu.it/"", ""addr:city""=>""Mondovì"", ""addr:street""=>""Piazza d'Armi"", ""isced:level""=>""2"", ""addr:postcode""=>""12084""";POINT (7.8312498 44.3851543)
