"osm_id";"amenity";"nome";"x";"y"
7419573839;school;Scuola secondaria di primo grado;7.566576;44.6815302
7419573832;school;;7.5767429;44.7294945
4370298717;school;;7.662523;44.7391449
5847110860;school;I.C. Pinerolo III - Piscina;7.4234067;44.9191467
2610816864;school;;7.4678461;44.9869106
4908991174;school;;7.541832;44.9311121
3355673595;school;Scuola Primaria Don Milani;7.6301366;44.9501145
3355673596;school;Scuola Secondaria di Primo Grado Gioanetti;7.630669;44.9501542
7470998756;school;Centro Formazione Professionale Cebano Monregalese;7.8039987;44.3686271
7470934110;school;Istituto Istruzione Superiore Cigna Baruffi Garelli;7.8216878;44.3843233
5368215965;school;;7.824027;44.3498429
7470345914;school;Scuola Primaria M. Trigari;7.8192766;44.3874481
7471198309;school;Istituto Tecnico Agrario Statale G. Cigna;7.8100248;44.396112
7471198310;school;Istituto Professionale per il Commercio M. Bellisario;7.8105838;44.3962718
7470832074;school;Scuola Primaria S. Anna;7.7932989;44.4073394
7471233474;school;Istituto Tecnico Statale Commetciale e per Geometri “G. Baruffi”;7.8272543;44.3892283
7470363999;school;Scuola Secondaria di 1° Francesco Gallo;7.8312498;44.3851543
7470974739;school;Politecnico di Torino - Sede di Mondovì;7.8231898;44.3918554
7470935179;school;Istituto Professionale Alberghiero G. Giolitti;7.8274326;44.3909054
7470935182;school;Istituto Istruzione Superiore Vasco Beccaria Govone;7.8275667;44.3910892
1914696570;school;;7.8958342;44.4423276
5365921875;school;;8.0330822;44.3841416
7066095975;school;Scuola primaria di Sale delle Langhe;8.0830484;44.396487
7066095974;school;Scuola dell'infanzia di Sale delle Langhe;8.0831051;44.3965105
3167032527;school;Scuole elementari;7.8687758;44.5952382
3167032528;school;Scuole medie;7.8687077;44.5959627
567469469;school;;7.9162515;44.511719
7355884348;school;;8.0573881;44.4896394
936954879;school;;7.9417568;44.6098416
3069762642;school;;8.0575661;44.5608551
3431214591;school;Scuola dell'infanzia e primaria di Rodello;8.0588374;44.6303853
1736069691;school;;8.1949288;44.3911365
1736069707;school;;8.2099063;44.3879624
7132609927;school;Istituto Istruzione Superiore Federico Patetta;8.2807571;44.4052719
7366098713;school;Scuola Primaria Generale P. Spingardi;8.3327638;44.542384
2728709358;school;;8.4186287;44.5911876
5420582107;school;Allevamento Cani ENPA;7.8525861;44.7343527
5697663978;school;Scuole Statali di Montaldo Roero;7.9245054;44.7685959
5784461704;school;Scuola Elementare;7.9312249;44.7802759
5792252656;school;Scuola Media Montà;7.9529049;44.8129892
5723110187;school;Scuola Media Statale Vezza d'Alba;7.9994224;44.7590029
5723110186;school;Scuola Elementare Silvio Pellico;7.9996827;44.7590802
5770161020;school;Scuola Elementare Castellinaldo;8.0317452;44.7753943
262097932;school;Scuola Secondaria di I° Grado L. Lagrange;7.7782893;44.9697643
4778312779;school;Scuola Primaria Cisterna d'Asti;8.0047416;44.8261656
4805270989;school;En.A.I.P. Asti;8.2022443;44.9003099
4805288409;school;Liceo Europeo Ugo Foscolo;8.1974324;44.9017808
4805287601;school;Fondazione Casa di Carità Arti e Mestieri;8.1976156;44.9018636
3390273231;school;Civico stituto di musica Giuseppe Verdi;8.1998105;44.9015218
1802166199;school;Scuola Media Giuseppe Parini;8.2585705;44.9579422
1802166217;school;;8.2587113;44.9578329
4707442268;school;Scuola primaria Arturo Balestrieri;8.322634;44.8807843
2373357103;school;;10.0972562;42.5874806
454620032;school;Scuola Elementare Antonio Braschi;10.200068;42.8043975
1413574753;school;ic statale;11.1187306;42.4364602
3937929582;school;Scuola Elementare;11.2469543;42.4476277
2528363639;school;Scuola Elementare;11.104185;42.7648146
7359864018;school;Scuola media Giovanni Pascoli;11.112641;42.7635959
7359864019;school;liceo statale Antonio Rosmini;11.1134698;42.7636038
2658093658;school;Scuola elementare Aristide Gabelli;11.1164022;42.7688898
